OrthoRecord,Token,Normalized,Status,Comments
urn:cite:hmt:normalized.729,ώμοι,ὤμοι,proposed,
urn:cite:hmt:normalized.2163,ώμους,ὤμους,proposed,
urn:cite:hmt:normalized.927,ὡν,ὧν,proposed,
urn:cite:hmt:normalized.1368,ῶν,ὦν,proposed,
urn:cite:hmt:normalized.1680,ώνια,ὤνια,proposed,
urn:cite:hmt:normalized.383,ῳνοχόει,ᾠνοχόει,proposed,
urn:cite:hmt:normalized.106,ὠπτησε,ὤπτησε,proposed,
urn:cite:hmt:normalized.1888,ώραις,ὥραις,proposed,
urn:cite:hmt:normalized.1891,ώραν,ὥραν,proposed,
urn:cite:hmt:normalized.1806,ώρεγμαι,ὤρεγμαι,proposed,
urn:cite:hmt:normalized.1493,ωρίσαντο,ὡρίσαντο,proposed,
urn:cite:hmt:normalized.1563,ωρμῆσθαι,ὡρμῆσθαι,proposed,
urn:cite:hmt:normalized.1981,ώρμων,ὥρμων,proposed,
urn:cite:hmt:normalized.581,ῶρος,ὧρος,proposed,
urn:cite:hmt:normalized.1933,ῶρσαν,ὦρσαν,proposed,
urn:cite:hmt:normalized.1080,ῶρσε,ὦρσε,proposed,
urn:cite:hmt:normalized.1588,ῶρτο,ὦρτο,proposed,
urn:cite:hmt:normalized.1606,ῶρτο,ὦρτο,proposed,
urn:cite:hmt:normalized.384,ῶσα,ὦσα,proposed,
urn:cite:hmt:normalized.680,ως,ὡς,proposed,
urn:cite:hmt:normalized.1923,ῶσε,ὦσε,proposed,
urn:cite:hmt:normalized.1403,ῶσιν,ὦσιν,proposed,
urn:cite:hmt:normalized.1859,ωτειλῆς,ὠτειλῆς,proposed,
urn:cite:hmt:normalized.1987,ώτων,ὤτων,proposed,
urn:cite:hmt:normalized.1962,ωφέλεια,ὠφέλεια,proposed,
